sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,q1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
15,1,485.012661898509,0,0,503948.194087731,503949.241111867,1,75,1,1,0,21,3,5101210,0,1141080,4160151,0,0,3041030,0,2060180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1141080,0,0,0,0,0,0,0,0,0,4160151,0,0,0,0,0
15,2,1068.99920979049,0,0,503950.89989556,503951.94692932,1,75,1,0,0,36,7,7251350,3171071,8111250,4080431,0,0,0,0,0,3101180,4150170,0,0,0,3171071,0,0,0,0,0,0,0,4040180,0,0,0,0,0,0,0,4071070,0,0,0,1060160,0,1010170,0,0,-2010101
15,3,573.942493472714,1,0,503954.135108632,503955.182130843,1,75,1,1,1,10,3,0,6051251,3081051,3100160,0,0,0,0,0,0,0,0,0,-2040121,0,0,0,0,4011130,0,0,0,0,0,0,0,0,0,0,0,3081051,0,0,3100160,0,0,0,0,0,0
15,4,739.657793310471,0,0,503956.829207103,503957.876213916,1,75,1,1,0,27,7,10362633,1010140,4090051,8292062,4101171,0,0,0,0,1021201,0,1050160,4190101,0,0,0,0,0,0,0,0,1010140,0,0,0,0,0,0,0,0,-4090051,0,0,0,0,0,4101051,4191011,0,0
15,5,507.196422258858,0,0,503959.699658116,503960.746678787,1,75,1,0,0,9,7,9161281,1141171,4200031,7322292,0,3041101,4060120,0,0,0,0,0,-2060060,0,1141171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200031,2140101,1011081,4171110,0,0,0,0,0,0
15,6,558.799669146538,0,0,503962.276053618,503963.32307737,1,75,1,0,0,23,3,0,3021171,8323372,0,0,0,0,0,0,0,0,0,0,0,0,3021171,0,0,0,0,0,0,4031151,0,0,0,-1181191,0,0,3111030,0,0,0,0,0,0,0,0,0,0
15,7,645.324264653027,1,0,503964.899514063,503965.94653666,1,75,1,0,1,26,7,3351201,7500422,5201181,4140020,0,1171111,0,2180090,0,0,0,0,0,0,0,2200171,0,0,3140091,2160160,0,0,0,0,3191010,0,0,0,0,-2010171,0,0,0,0,0,0,0,0,0,4140020
15,8,710.830376716331,0,0,503967.722963652,503968.769989328,1,75,1,1,0,6,3,3242321,0,0,4200130,1111071,0,0,1030100,0,-1101150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200130,0,0,0,0,0,0
15,9,1099.00114231277,1,0,503970.62876255,503971.675789766,1,75,1,0,1,25,7,1120070,6060220,3151271,3311280,0,0,0,0,0,0,0,0,1120070,0,3020140,0,0,0,3040080,0,0,0,0,0,1121100,0,0,0,-2030171,0,0,1071020,0,0,0,0,1110190,0,1130070,0
15,10,603.243027115241,0,0,503973.840444499,503974.887468635,1,75,1,1,0,8,7,10371272,5301351,4091060,4211261,4120160,0,0,0,0,0,0,-2071081,4180031,0,3170151,0,0,0,0,2131200,0,0,4091060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081121,0,3130140
