sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,q1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
3,1,1371.95751193212,1,0,512024.735207948,512025.782281156,0,4,1,0,1,6,7,3230072,6250190,5351161,4130371,0,0,2050031,0,0,-1180041,0,0,0,4110160,0,0,0,0,2140030,0,0,0,0,0,0,2200041,0,3151120,0,0,0,0,0,0,3010180,1120191,0,0,0,0
3,2,711.50208596373,1,0,512028.217615934,512029.264698766,0,4,1,1,1,34,3,4080030,0,3191190,6121202,0,0,0,0,4080030,0,0,0,0,0,0,0,0,0,0,0,0,0,3191190,0,0,0,0,0,0,0,0,0,0,0,0,3021101,0,-3100101,0,0
3,3,690.333386184648,0,0,512031.158866046,512032.205921545,0,4,1,0,0,4,3,5201381,2161120,1140021,0,0,0,2020190,-3181191,0,0,0,0,0,0,0,0,2161120,0,0,0,0,0,0,1140021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1157.76171389734,0,0,512033.935404202,512034.98242159,0,4,1,0,0,35,7,5261351,6381141,1191101,7291211,0,1041061,2130140,0,0,0,0,0,2090150,0,3201010,0,0,0,0,0,0,3180131,0,0,0,0,0,1191101,0,0,0,3170180,0,0,0,0,0,0,-4121031,0
3,5,933.932615676895,1,0,512037.194234855,512038.241299979,0,4,1,1,1,12,3,2181070,2161031,0,2171202,2181070,0,0,0,0,0,0,0,0,0,0,-2161031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040181,0,0,0,1131021,0,0
3,6,761.245008034166,1,0,512040.300160351,512041.34722586,0,4,1,0,1,13,3,0,7191222,3200201,0,0,0,0,0,0,0,0,0,0,0,0,0,-3151041,4040181,0,0,0,0,0,1130061,0,0,0,0,0,2070140,0,0,0,0,0,0,0,0,0,0
3,7,1062.97318148427,0,0,512043.300195768,512044.347264741,0,4,1,1,0,36,3,0,8233372,0,4171041,0,0,0,0,0,0,0,0,0,0,0,0,1091081,3021101,0,4121190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4171041
3,8,643.926933582406,0,0,512046.500238807,512047.547338192,0,4,1,0,0,29,7,0,1140091,8382553,9492121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140091,1091161,1140160,0,0,0,3021091,0,0,3130141,0,-4110020,0,0,2191040,3191061,0,0,0
3,9,707.302145718131,1,0,512049.276765414,512050.323839391,0,4,1,0,1,10,3,3172320,2130201,4100131,0,0,0,2021120,0,0,0,1151200,0,0,-2130201,0,0,0,0,0,0,0,0,0,0,0,4100131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,577.787691145204,0,0,512052.194459288,512053.241529031,0,4,1,0,0,23,7,3041020,8352441,1060121,6381262,0,0,0,0,3041020,0,0,0,0,2170180,0,0,0,4051200,0,0,0,2131061,0,0,0,0,-1060121,0,0,0,0,0,0,3130011,0,0,0,0,2110071,1141180
3,11,1483.3587136236,0,0,512054.876854879,512055.923923082,0,4,1,1,0,27,7,6190232,2140171,8321121,5301201,0,3130181,0,0,0,0,3060051,0,0,0,0,2140171,0,0,0,0,0,0,0,0,0,3041021,2150030,0,0,0,-3130070,0,3140100,0,0,0,0,0,2161101,0
3,12,820.980400254484,1,0,512058.524017552,512059.571036865,0,4,1,1,1,2,7,8262392,4523342,2170130,0,1081030,-2030140,0,0,0,2140191,3011031,0,0,1141060,0,2181121,1201161,0,0,0,0,0,0,0,0,2170130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,1204.54042515485,1,0,512061.453414285,512062.500490572,0,4,1,1,1,25,7,6381512,9202432,2031181,0,1150151,0,0,0,1030130,0,2061031,2140200,0,0,0,4011050,4130191,0,0,0,1061191,0,0,0,0,0,0,0,-2031181,0,0,0,0,0,0,0,0,0,0,0
3,14,544.909588759765,0,0,512064.818217785,512065.865252881,0,4,1,1,0,17,3,3212050,2160070,0,3201121,0,2111030,0,0,0,0,0,1101020,0,0,0,0,0,0,0,0,-2160070,0,0,0,0,0,0,0,0,0,0,0,3201121,0,0,0,0,0,0,0
3,15,550.885360746179,1,0,512067.571157743,512068.618235955,0,4,1,0,1,9,3,7280322,4180200,0,0,0,3050030,0,0,1150141,0,0,0,-3080151,0,0,0,0,4180200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,1261.9883705047,1,0,512070.182963155,512071.230026738,0,4,1,1,1,18,7,7281241,5321281,8121390,0,0,0,0,0,1080200,3060021,0,0,3141020,0,0,0,3120191,0,0,0,0,-2201090,0,0,0,2020070,0,0,0,3040140,3061180,0,0,0,0,0,0,0,0,0
3,17,816.553332202602,0,0,512073.618318722,512074.66538346,0,4,1,0,0,14,3,7231181,3090110,2190021,0,0,0,0,0,4140060,0,0,3091121,0,0,0,0,0,-3090110,0,0,0,0,0,0,0,0,0,2190021,0,0,0,0,0,0,0,0,0,0,0,0
3,18,970.921731961425,0,0,512076.536000663,512077.58307464,0,4,1,0,0,5,7,7130182,6111251,7201151,3141162,3060021,0,0,0,-4070161,0,0,0,0,2051081,0,0,0,0,0,4060170,0,0,0,0,3161091,0,4040060,0,0,0,0,0,1101041,0,2040121,0,0,0,0,0
3,19,662.156830076128,1,0,512079.700750345,512080.747824707,0,4,1,1,1,24,7,5151220,3110272,5201160,3210172,4090180,0,1061040,0,0,0,0,0,0,0,0,0,0,1090091,2020181,0,0,0,0,0,0,0,2061110,-3140050,0,0,0,0,0,0,0,2150121,1060051,0,0,0
3,20,861.479604209308,0,0,512082.57139103,512083.618446914,0,4,1,1,0,19,3,0,6282171,4311181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171101,4111070,0,0,-3161020,0,1150161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,783.606321492698,0,0,512085.630256792,512086.67732615,0,4,1,1,0,32,7,6512402,2212241,2091290,4110140,0,0,1191101,1151180,0,4170121,0,0,0,0,0,1121091,0,0,1091150,0,0,0,0,0,1081150,0,0,0,0,1010140,0,0,0,0,0,-4110140,0,0,0,0
3,22,527.580889349338,1,0,512088.630304142,512089.67737427,0,4,1,0,1,26,3,0,5121150,6242192,0,0,0,0,0,0,0,0,0,0,1081030,4040120,0,0,0,0,0,0,0,0,0,0,0,0,0,2151101,-4091091,0,0,0,0,0,0,0,0,0,0
