sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,q1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
1,1,647.657796449494,0,1,335599.064856053,335600.111892123,1,20,1,0,1,30,7,8341391,4120030,12231363,1070171,1200201,0,3020160,0,0,0,0,4121030,0,0,0,0,0,0,0,0,4120030,0,0,0,4030201,0,0,4081151,0,4120011,0,0,0,-1070171,0,0,0,0,0,0
1,2,381.039994128514,1,0,335601.935376358,335602.982403574,1,20,1,0,1,22,7,3120191,0,8411391,9232521,0,0,3120191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060111,0,3120020,-2091150,0,0,0,0,2140110,0,0,4021170,0,2040160,0,0,3171191,0
1,3,467.100711714011,0,0,335604.382375318,335605.429390215,1,20,1,1,0,28,7,6221132,1141180,5251110,8131232,0,0,3120061,0,0,0,3101071,0,0,0,0,1141180,0,0,0,0,0,0,0,2091070,0,0,0,0,0,3160040,0,-3060061,1031111,4040060,0,0,0,0,0,0
1,4,631.649579852819,1,0,335607.064706303,335608.111699257,1,20,1,1,1,21,7,5241201,3142231,5121041,6200242,0,0,0,1180080,4061121,0,0,0,0,1071101,2071130,0,0,0,0,0,0,0,0,0,-3010010,0,0,2111031,0,0,0,0,4070171,0,0,0,0,2130071,0,0
1,5,614.776289730798,0,1,335609.852807621,335610.89962818,1,20,1,0,1,20,3,2080180,0,6421311,0,0,0,0,2080180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190170,-1041041,0,0,1190100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,381.275590276346,0,1,335612.640973998,335613.687990435,1,20,1,1,1,35,3,0,8281361,0,3071091,0,0,0,0,0,0,0,0,0,0,0,3010120,0,0,2200121,3071120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3071091,0
1,7,416.816341050435,1,1,335615.170313413,335616.217333315,1,20,1,1,0,12,3,3100171,5052190,0,2070011,3100171,0,0,0,0,0,0,0,0,0,0,-1021120,4031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070011,0,0,0,0,0
1,8,363.418791152071,0,0,335617.687885726,335618.734913712,1,20,1,1,0,2,7,7303342,3091011,5451411,4091090,0,-1201130,0,0,0,0,4061151,2041061,0,0,0,0,0,0,0,3091011,0,0,0,0,3140190,0,0,0,1131060,1180161,0,4091090,0,0,0,0,0,0,0,0
1,9,641.327498364262,0,1,335620.287816587,335621.334836874,1,20,1,0,1,27,7,9400332,0,10363623,3190100,0,0,4150101,1200151,0,4050080,0,0,0,0,0,0,0,0,0,0,0,0,4171161,0,2081190,0,0,3031071,0,0,-1080201,3190100,0,0,0,0,0,0,0,0
1,10,377.19269428635,1,0,335623.123029428,335624.170058569,1,20,1,1,1,31,3,0,5241381,1121141,3101061,0,0,0,0,0,0,0,0,0,0,0,0,3060190,0,0,0,2181191,0,0,0,0,0,1121141,0,0,0,0,0,0,0,-3101061,0,0,0,0,0
1,11,852.853537537158,1,1,335625.652405799,335626.699403758,1,20,1,1,0,6,3,2110141,1181040,3080131,1201150,0,0,0,0,0,-2110141,0,0,0,0,0,0,0,0,0,1181040,0,0,0,0,3080131,0,0,0,0,0,0,0,0,0,0,1201150,0,0,0,0
1,12,320.094514638186,0,0,335628.711112346,335629.758138022,1,20,1,1,0,4,7,5270341,7251250,3202242,4200171,0,0,0,-3130190,0,0,2140151,0,0,0,4080150,0,0,0,0,3171100,0,0,0,0,1090101,0,0,0,0,1031060,1081081,0,0,0,0,4200171,0,0,0,0
1,13,399.636688292958,1,1,335631.099287731,335632.146344204,1,20,1,0,0,33,3,0,9251372,0,2081151,0,0,0,0,0,0,0,0,0,0,0,3090161,0,3101180,0,0,0,3060031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2081151,0,0,0
1,14,370.547113241628,0,0,335633.687448795,335634.734474856,1,20,1,0,0,36,3,4180180,0,0,6282221,0,0,0,0,0,0,0,0,4180180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141171,3120030,0,0,-1021020
1,15,428.600381070282,1,1,335636.181496144,335637.228519125,1,20,1,1,0,24,7,2180131,2151191,11373561,6111201,2180131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151191,3080100,0,0,0,3091180,-1121170,0,4081111,0,0,0,0,0,4041091,0,0,2070110,0
1,16,346.97826334741,0,1,335638.746127625,335639.793152916,1,20,1,0,1,1,3,5372241,4010041,0,2090080,-2181090,3191151,0,0,0,0,0,0,0,4010041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090080,0,0,0,0,0,0
1,17,266.82015217375,1,0,335641.193128124,335642.240139942,1,20,1,0,1,8,3,1121111,2351170,0,1151131,0,0,0,0,0,0,0,-1121111,0,0,0,1151110,0,1200060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151131,0,0,0,0,0,0,0
1,18,669.046997325495,0,0,335643.604827319,335644.651845296,1,20,1,1,0,19,7,6461200,2231302,3130101,8261201,1140130,0,3201010,0,0,2120060,0,0,0,0,0,0,0,1071111,0,0,0,1160191,-3130101,0,0,0,0,0,0,0,0,4160101,0,0,0,0,0,4101100,0,0
1,19,304.078213812318,1,0,335646.498861425,335647.545884022,1,20,1,1,1,34,3,3051201,0,6242301,3171190,0,0,0,0,3051201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3091131,0,3151170,0,0,0,0,0,0,0,0,0,0,0,-3171190,0,0
1,20,249.494214192964,0,0,335648.969381115,335650.016402556,1,20,1,0,0,13,7,3322351,9311271,2080060,6310191,0,0,0,0,0,2191201,1131150,0,0,0,0,0,-2020080,0,3091150,0,4200041,0,0,0,0,0,0,0,0,0,2080060,0,0,0,0,0,3130131,3180060,0,0
1,21,255.111564532854,1,1,335651.451659437,335652.498689348,1,20,1,1,0,5,3,2161031,4361362,2010080,0,0,0,0,0,-2161031,0,0,0,0,0,0,1161181,0,0,3200181,0,0,0,2010080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,299.096819013357,0,1,335653.94571564,335654.992735926,1,20,1,0,1,29,7,10251252,1051011,2030141,6292283,0,2030071,0,0,4181130,0,4040051,0,0,0,0,1051011,0,0,0,0,0,0,0,0,0,2030141,0,0,0,0,0,0,-1020101,0,0,0,1171021,0,4101161,0
1,23,346.803875989281,1,0,335656.322118149,335657.36914575,1,20,1,0,1,14,7,1040020,4141201,8432332,5341292,0,1040020,0,0,0,0,0,0,0,0,0,1121171,0,-3020030,0,0,0,0,0,0,0,4171071,1060080,0,0,3201181,0,0,0,0,0,0,0,4141101,0,1200191
1,24,280.811558302958,0,0,335658.82792644,335659.874951346,1,20,1,0,0,32,3,4121171,2131050,4030201,2051021,0,0,0,0,0,0,0,0,4121171,0,0,0,0,0,0,0,0,2131050,0,0,4030201,0,0,0,0,0,0,0,0,0,0,-2051021,0,0,0,0
1,25,473.013712093234,0,0,335672.721691458,335673.768687877,1,20,2,0,0,8,3,7330212,0,0,3141040,0,0,0,0,3050110,0,0,-2100071,2180031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141040,0,0
