sub_id_2,Trial_recog,RT_recog,Resp_recog,Hit_recog,Confidence_recog,q1,q1_1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
20,1,3120.89627364185,1,0,3,0,99999,10,1,0,1,15,31,238769242,260208843,236830432,187456113,31902019,41700919,30810919,30610219,21012019,31511019,0,31011319,20210809,11810519,40211819,31800309,30900909,30001319,-2150031,41210809,40511619,31611509,10300219,30501819,21611319,31012019,41301219,40700309,0,41401909,20001619,31712009,41810219,30611719,20001519,21910519,31410109,10000019,0,0
20,2,4043.17458032165,1,0,1,0,99999,10,1,0,0,2,0,0,0,0,0,0,-41410401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,3053.91499132384,1,1,4,0,99999,10,1,1,1,18,3,42001809,1011141,52001938,0,0,0,0,0,0,0,42001809,0,0,0,0,0,0,0,0,0,0,-1011141,30400019,21601919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,3255.6095123291,0,0,3,0,99999,10,1,1,0,34,3,20610719,22011809,11910509,2091031,20610719,0,0,0,0,0,0,0,0,0,0,22011809,0,0,0,0,0,0,0,0,11910509,0,0,0,0,0,0,0,0,0,0,0,0,-2091031,0,0
20,5,7743.1321577169,0,0,2,0,99999,10,1,1,1,36,9,83534057,41122718,31410909,87133118,0,0,0,0,21910819,21311319,40311919,0,0,0,10311609,0,0,0,0,30811109,0,0,0,0,0,31410909,0,0,0,0,0,0,10800609,0,0,0,0,41310819,30900619,-4121071
20,6,1729.78902584873,1,1,4,0,99999,10,1,1,1,33,31,206959792,146648683,228139892,182637902,10401209,41500619,41611109,12010709,10310519,0,20811909,40201809,30111909,10200419,20111409,21911809,21711309,0,0,21601209,10301309,40811219,0,31111709,31201809,30101009,40611009,11611309,41700919,11500109,30302019,41701219,20210309,10601019,11500609,10000319,-4101190,41900709,30811419,11811109
20,7,1855.4360489361,1,0,3,0,99999,10,1,0,0,6,3,4131140,61513828,0,40111609,0,0,0,0,0,-4131140,0,0,0,21011809,0,0,40502019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40111609,0,0,0,0
20,8,1791.17336089257,1,1,4,0,99999,10,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10710191,0,0,0,0
20,9,2152.29137975257,1,0,4,0,99999,10,1,0,0,28,31,238176931,157309722,144038303,158428593,31910319,41210109,20611009,10110019,20111409,30800519,41610119,31601419,10212009,0,10001819,30501819,21000919,30801919,10000409,31400919,11601409,12000509,10100919,40501709,11801219,40111209,10210019,11011809,20301419,0,0,-1101000,21001819,0,20800409,11301009,41401819,11710919,41101009,10010609
20,10,4304.14346558973,1,0,4,0,99999,10,1,0,0,22,19,95435155,115533056,135886656,126455365,10811209,0,10511409,0,31710119,31200809,11201609,0,0,0,41210409,21910909,0,41001019,11410719,0,0,0,41910409,21301119,0,-2061071,20401019,0,40011019,0,10202019,0,10610919,0,0,0,22011309,31610009,31911409,30311719
