sub_id_2,Trial_recog,RT_recog,Resp_recog,Hit_recog,Confidence_recog,q1,q1_1,q2,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
24,1,3474.22413300956,0,0,3,0,99999,20,1,1,1,36,9,91832637,30211709,113914956,35761210,0,0,40610609,0,0,40410219,10811809,0,0,0,0,0,0,0,0,30211709,0,0,21901209,30701909,0,0,0,0,30011719,0,31300119,0,0,31711019,0,0,0,0,0,-4050191
24,2,3231.96688265307,0,0,5,0,99999,20,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20811691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,3561.61137751769,1,1,3,0,99999,20,1,1,1,33,19,150755493,94515156,123303865,77203017,30900409,21910109,12010819,12012009,0,11911209,20300919,0,41710019,40400819,11501519,0,11600809,31012009,0,0,0,0,20400409,0,21600519,20200419,21101209,0,40001309,0,0,22000719,0,0,0,32001009,-1200180,22001109,0,0
24,4,8630.68865338573,1,0,3,0,99999,20,1,0,0,1,31,149186844,147038103,251357451,188647212,-2050041,30910609,21911709,10611419,10400119,21201219,10901519,0,41200209,0,31311619,11310619,11001219,0,11301109,20412009,30200509,31501019,21301119,31211909,41010719,10700509,21900119,42011819,31310219,20600619,31310419,30800919,0,10911119,21601309,10611209,40010119,42000219,21511109,11201209
24,5,4726.40225052601,0,1,4,0,99999,20,1,0,1,5,31,199944995,229731131,167438273,197359401,40700609,40601419,40001219,0,-4110111,0,21610719,11310009,41610909,31601919,11201419,31101419,21801609,40710109,40201019,11601419,21301009,20211209,0,12011609,0,21410209,41801909,30501609,40200709,11211009,10301219,20210219,30201009,30211209,31010519,10011209,21700309,21701409,11301909,21011609
24,6,6131.47282181308,1,1,2,0,99999,20,1,1,0,11,31,230750221,171700204,205039393,196248412,20701809,20811119,42000419,40602019,11011709,41301009,11311409,11010009,32000719,11212019,-3071001,11601009,40501809,0,10600819,42011519,21601609,31100419,21110809,40101509,0,30411919,20810709,41900409,0,40202019,10502019,40210009,11311909,0,20810409,40412019,11101919,21800119,40301209,10300819
24,7,1829.32426943444,1,0,5,0,99999,20,1,0,0,6,3,34180209,0,11000919,20901909,0,0,0,32000009,0,-2180200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000919,20901909,0,0,0,0,0,0,0,0
24,8,14138.8333037612,0,0,3,0,99999,20,1,1,0,14,9,52733737,83834907,31111819,42212018,10411709,0,0,0,10610619,0,31711409,0,0,0,21501909,0,0,-1031160,0,0,40300119,21001719,0,0,0,31111819,0,0,0,0,0,0,31602009,0,0,0,0,10610009,0,0
24,9,6728.80711086327,1,0,4,0,99999,20,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40710601,0,0,0,0,0
24,10,5235.21789046936,0,0,4,0,99999,20,1,1,1,19,9,83813557,62321628,13810359,94813637,11600419,0,0,0,0,0,40312019,31901119,0,41011109,0,0,0,0,0,0,0,21310519,-3000050,0,0,0,0,0,0,0,10810309,0,0,21400609,0,31801409,0,0,41611619,0
24,11,15768.3269703412,1,0,1,0,99999,20,1,0,0,12,19,186156674,85393238,104735375,126632775,40410709,20500719,10111709,42011009,0,31211619,0,0,41910909,0,0,-4180201,0,30000209,0,0,10211409,41001419,31111419,0,10401919,20911109,0,30600019,0,0,11710909,21510619,0,0,21510809,21800509,40610719,0,0,21200119
24,12,3285.21912236465,0,1,2,0,99999,20,1,0,1,30,9,72623837,11501709,10400809,106804977,0,11911709,0,0,40410519,20301609,0,0,0,0,0,0,0,0,0,0,0,11501709,0,10400809,0,0,0,0,0,0,0,0,41310019,-1091111,0,11701919,0,0,31901419,20800509
24,13,3107.90118650766,0,0,4,0,99999,20,1,1,1,29,3,32010409,30900719,10200819,3080110,0,0,0,0,0,0,32010409,0,0,0,0,0,0,30900719,0,0,0,0,0,0,10200819,0,0,0,0,0,0,0,-3080110,0,0,0,0,0,0,0
24,14,2413.64990768489,1,0,3,0,99999,20,1,0,1,28,9,84123347,53721528,72700318,53771948,0,0,0,0,11900619,41811319,0,30411409,0,41711219,0,0,0,0,0,0,12010309,0,31600209,41100109,0,0,0,0,0,0,0,-1170020,0,0,21800919,0,30801009,0,0,0
24,15,5591.82553982828,1,1,3,0,99999,20,1,1,0,7,3,45740059,0,42000319,11601909,0,0,41710019,0,0,0,-4030040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000319,0,0,0,11601909,0,0,0,0,0,0,0,0
24,16,4200.10354125407,1,0,2,0,99999,20,1,0,1,8,19,169289595,94503794,43504647,124243666,31010419,20701409,0,31411719,0,40611209,30712019,-3131011,11711809,40800419,10201819,0,11600019,0,0,11301109,10200019,10400409,20901019,0,0,12001909,0,10601719,0,0,0,21211109,0,0,0,31510319,0,31410519,0,40111719
24,17,10904.2529744329,0,1,2,0,99999,20,1,0,0,20,31,206827702,214047202,181444615,194551601,0,40001409,30710109,20601719,30500719,10600809,31600509,31011219,11801209,30111009,0,20011709,10110319,30401609,30600609,31410119,30700909,30700919,0,-4131021,31300419,41701109,11500609,10210719,40700219,0,41900519,10201309,10910019,10101209,30601409,40002019,41400809,10111509,20211809,21011509
24,18,13529.8858526512,0,0,2,0,99999,20,1,1,0,3,31,168635923,237536041,147470002,229950293,20201209,31601409,-3030040,0,30401319,20401109,21900709,30600109,10500019,40200219,21210409,10500719,30810319,10100119,20100419,31810509,31101519,41701809,22011619,21101609,20701609,11710209,10711009,0,30110419,20911709,10211819,31601709,41001719,30911509,40701719,0,0,12010909,31911319,41811409
24,19,2283.28430111287,1,0,4,0,99999,20,1,0,1,34,3,41801519,82222718,0,3091121,0,0,0,0,41801519,0,0,0,0,0,0,0,0,0,40310909,41911809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3091121,0,0
24,20,5957.61608332396,0,1,4,0,99999,20,1,0,1,25,19,135325304,63723137,138016264,65742376,0,20410219,40001119,11901009,0,0,21110719,21600419,20301819,20111409,0,11601019,0,0,0,0,0,32010709,10210709,11801719,30910119,0,30701319,0,-3170180,10011909,41210309,0,21710419,10311019,0,12010519,0,21710419,0,0
24,21,3597.61922457255,0,1,5,0,99999,20,1,0,1,35,9,41311018,10100519,61912447,35883698,20000609,0,0,0,0,0,0,21310409,0,0,0,0,0,0,10100519,0,0,0,0,30800909,0,0,0,0,0,10610719,20500819,0,10011219,0,11500419,0,0,0,-3070041,11302019
24,22,24485.3356889798,1,1,1,0,99999,20,1,1,0,9,19,186086755,144125964,94833166,53003747,0,0,30310919,21010009,40201609,21311909,41110419,31111709,-1030181,20900909,10200519,42010909,30100709,0,0,10211009,30701909,0,10000019,31710509,0,0,11111819,42010819,0,0,0,10200809,0,20801719,0,0,0,0,22001219,0
24,23,2175.88940355927,1,0,3,0,99999,20,1,0,0,22,3,0,62323238,33751080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21211419,0,0,41111819,0,0,31710909,0,-2040171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,2842.80488430522,1,1,3,0,99999,20,1,1,1,24,3,21201909,20400909,2190010,20001509,0,0,0,0,0,0,0,0,21201909,0,20400909,0,0,0,0,0,0,0,0,0,0,0,0,-2190010,0,0,0,20001509,0,0,0,0,0,0,0,0
