sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
9,1,3772.09013374522,1,0,2195787.89165032,2195788.93872026,1,1,1,23,9,94222237,0,16092210,123525365,31110609,41201609,0,0,21910019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4091001,0,0,0,12001209,0,0,0,0,10601919,31500009,40011719,30511409,10900309
9,2,1075.03593200818,0,0,2195793.90350249,2195794.95056089,1,1,0,24,3,0,0,108244058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31101619,0,41110319,0,0,-4031011,0,32001109,0,0,0,0,0,0,0,0,0,0
9,3,1145.61390457675,1,0,2195797.12706203,2195798.17413659,1,0,1,30,9,63112447,10611909,62122418,97090898,21510319,10502009,0,31100119,0,0,0,0,0,0,0,0,0,0,0,0,0,10611909,0,0,0,0,0,41011309,0,21111109,0,21510519,0,-2070051,0,0,31810109,0,0,41700219
9,4,1213.75276474282,1,0,2195800.38593326,2195801.4329932,1,0,1,36,19,194065783,125858094,41401719,106906726,0,20011509,0,11011509,10410319,40510509,40511009,30000609,41610319,10211419,11311919,0,41111819,10411109,21401719,0,0,31410109,0,0,0,0,0,0,0,41401719,0,0,10110909,10411419,20311809,41900519,21011009,0,0,-3161061
9,5,1052.17810533941,1,0,2195803.84477862,2195804.89186204,1,1,1,20,19,174335674,73210637,137627406,84335465,20710009,0,41610509,0,0,30000709,30001609,12011219,40001619,0,0,0,0,40800009,0,21610009,10800619,0,0,-1101131,11102019,0,0,20610909,41400509,41911819,21501019,0,0,11110309,11400919,0,11201819,30410409,0,20212009
9,6,1082.11536426097,1,0,2195807.05664189,2195808.10366218,1,1,1,29,31,218758421,209969211,238449522,158075676,41511119,21601009,40201909,20610119,10711109,10510619,20210509,21500119,31901909,21900519,30711009,41110609,30901209,21911519,21811909,11011209,20511019,10100209,30400619,21410419,20311609,31511919,0,41700219,41212019,21801409,30101309,30700509,-3161001,21600719,41001119,40601519,0,21010809,0,0
9,7,1207.41438260302,0,0,2195810.24486663,2195811.29194158,1,1,0,10,9,122815176,2181200,64613847,43312128,20100419,0,30312019,40902019,0,0,0,0,31500719,-2181200,0,0,0,0,0,0,0,0,41100909,11511319,0,12001619,0,0,0,0,0,0,0,0,0,31910909,0,0,0,11401219
9,8,1056.20056204498,0,0,2195813.68021128,2195814.72727122,1,0,0,28,31,127828193,266838012,248169841,137739323,31601009,20810409,0,10501709,11111719,21601709,0,21300119,10901519,40501509,10501409,31300819,41111119,32001909,0,40100619,41010309,30310319,10000319,30801419,40811009,41611619,20710419,30711919,21811119,41000309,10711709,-2200050,21001609,11102009,11410009,41501809,30310209,10202009,0,10011619
9,9,1437.57253233343,0,0,2195816.99789454,2195818.04496217,1,1,0,3,19,165109424,93524765,82213627,95424546,30200619,10311409,-2160101,20801119,0,30000219,31112019,10412019,30111919,0,30311709,10200109,20400819,0,0,0,11702019,20910109,31501209,10400709,40311709,0,0,0,0,0,0,0,10610609,21911409,0,21501819,0,0,41400709,0
9,10,1237.64074733481,1,0,2195820.65675753,2195821.70383325,1,0,1,1,3,12981190,10001819,11911709,0,-2180071,0,0,0,0,10801119,0,0,0,0,0,0,0,0,0,10001819,0,0,11911709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,1166.26821551472,0,0,2195824.10386698,2195825.15099621,1,1,0,11,19,73133556,126082586,157048503,103525656,40100919,0,11710609,0,10010509,0,0,0,11311519,0,-3050030,0,41910319,10301709,0,30010309,40810219,0,0,40500419,20901409,30110609,0,20911019,21911819,11011809,11701419,0,11900509,0,40511919,20111209,0,0,31002019,0
9,12,1228.08524640277,0,0,2195827.49214361,2195828.53920739,1,0,0,8,9,76112798,72112547,51820828,41500119,0,20610219,0,20700119,0,0,30801419,-4001041,0,40210619,0,0,0,0,0,10600009,0,21301919,10410019,0,41410809,0,0,0,0,0,0,0,0,41500119,0,0,0,0,0,0
9,13,1112.28167498484,0,0,2195830.856684,2195831.90395405,1,0,0,16,3,20200419,4040160,31613128,0,0,0,0,0,0,0,0,0,20200419,0,0,0,0,0,0,-4040160,0,0,0,0,0,0,0,0,10812019,20801109,0,0,0,0,0,0,0,0,0,0
9,14,1291.34087637067,1,0,2195834.15104587,2195835.19811081,1,1,1,32,31,227251651,189028422,208224193,197036703,40510819,11501909,31811909,20701119,40000419,11011119,20000719,31401919,20311719,0,41701409,21401909,30501119,11310509,20500019,11301319,41510819,10801319,0,11800309,21610109,0,41000209,11411019,40600019,40201109,41601419,31301219,30101119,42000419,40300009,-1021090,11400219,0,20111609,20801019
9,15,1213.38089229539,1,0,2195837.66874291,2195838.71580015,1,0,1,4,19,126995847,206644474,106644365,115323656,20811919,0,0,-3160181,41911919,40301619,0,0,20810209,40710709,10811209,41511609,0,40610219,0,0,41300509,31700219,40510709,21600509,0,0,21311209,11410319,11811619,0,0,30901019,30610119,0,0,0,0,32001009,0,21811509
9,16,965.298960451037,0,0,2195841.02172131,2195842.06878163,1,1,0,17,31,209951621,210319933,199430541,136826704,30300609,11501609,42011919,21411809,11301619,10811519,42001219,10511309,30100009,31101909,41611809,20801809,11310419,0,40410809,41300519,-2081150,21701509,31600519,21701609,20711319,10901809,41801919,10601009,21100519,10411219,30600619,21601019,11210419,41802009,0,0,11401119,10501419,0,40310719
9,17,907.562130596489,0,0,2195844.12763485,2195845.17470942,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40901901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,1089.81727808714,0,0,2195847.25708567,2195848.30421336,1,1,0,31,3,0,31700109,0,46192549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31700109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4081121,0,20411119,0,21700309,0
9,19,1240.88673805818,0,0,2195850.59830583,2195851.64537578,1,0,0,12,9,93004337,64992919,32712618,63503428,0,31001409,30501809,0,0,0,0,31501119,0,41811219,20111519,-3070181,0,0,0,0,0,0,11200909,0,21511709,0,0,0,0,0,0,0,0,0,0,0,41601619,0,0,21901809
9,20,1451.65478950366,1,0,2195853.90423315,2195854.95129732,1,0,1,33,31,279770112,199946293,230441321,168808894,40110519,40311719,40211609,42001309,31311519,12012019,0,42010509,31800909,30911019,41900419,31411519,21510209,0,30911809,22000509,0,21300809,41311909,30400109,11301909,41501919,31110419,11600009,30601619,11601419,21012009,12001609,31701719,20001909,0,11310109,-2081011,40010509,40101809,11600219
9,21,1177.64997109771,1,0,2195857.50427873,2195858.55134059,1,1,1,2,9,95322227,104232837,54022038,42000209,0,-3190090,0,0,31310119,30111809,30710209,0,0,21211519,0,0,0,0,0,0,41711209,41310109,0,42010619,0,0,0,0,0,12011419,0,0,42000209,0,0,0,0,0,0,0
9,22,1262.41336995736,1,0,2195860.84555124,2195861.89255228,1,0,1,6,31,166117034,120328293,237656231,230629522,10200209,10710109,41200419,31001819,10101019,-1201041,40800909,0,20901509,21902009,21711919,11201019,0,20900209,0,22011009,11201409,11400719,20200119,40310919,11900609,41211919,40711019,31301019,21300209,10410209,20310209,0,41901719,20601009,31501109,41300719,21901319,31111109,31710819,10601719
9,23,1083.75683799386,1,0,2195864.25729586,2195865.3043531,1,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40601991,0,0,0
9,24,1010.12188987806,1,0,2195867.53968359,2195868.58673775,1,0,1,13,19,165536804,136693667,81313437,176547094,31600419,21401619,31700419,0,0,40411909,10012019,30410419,0,20810519,30210819,41910719,-2051101,0,0,0,0,41710509,0,0,0,0,0,0,30001809,10500219,40811409,20700509,41201809,0,0,0,40810819,20811919,31311919,21710119
9,25,1020.72371495888,0,0,2195870.76324274,2195871.81032654,1,1,0,34,3,41100319,21700219,10210019,4090101,0,0,0,0,0,0,0,41100319,0,0,0,0,0,0,0,0,21700219,0,0,10210019,0,0,0,0,0,0,0,0,0,0,0,0,0,-4090101,0,0
9,26,1132.67459720373,0,0,2195874.02213514,2195875.06918469,1,0,0,18,3,40710019,4191130,42611338,0,0,0,0,0,40710019,0,0,0,0,0,0,0,0,0,0,0,0,-4191130,0,0,0,10911319,0,0,0,31700019,0,0,0,0,0,0,0,0,0,0
