sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,repeat,tid,tloc,d_setsize,quad1,quad2,quad3,quad4,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
15,1,1283.20096398238,0,0,541727.739508268,541728.786598233,1,1,0,19,19,154222465,115323256,167807925,106814675,41900119,0,30800409,0,0,0,30911309,20100619,30510009,0,0,0,22010409,0,20202009,41500819,31610019,0,-2101140,40801819,11701619,0,41500519,0,0,31202019,40500809,21600909,0,12000719,0,30611719,11400319,0,31201009,0
15,2,807.541660498828,1,0,541731.104269173,541732.15133527,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11201891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,988.288530963473,1,0,541734.10429304,541735.151376461,1,1,1,5,9,115763547,42112728,83932747,21511219,0,30510909,41901619,41301009,-2050010,0,0,0,0,21510819,0,0,20601909,0,0,0,0,0,0,0,21210519,0,31911819,30810409,0,0,0,0,0,21511219,0,0,0,0,0,0
15,4,1054.37708890531,1,0,541737.351428738,541738.398472508,1,1,1,4,3,23901730,0,0,51722228,0,0,0,-3091021,20810709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211819,0,40510409,0
15,5,707.361344830133,1,0,541740.504375268,541741.551446754,1,0,1,12,19,122617155,185645865,165714375,64123247,0,0,20200309,40900919,31412009,0,20001909,0,10102009,30101809,40201009,-1140091,0,31100809,10400319,41401719,31300109,0,0,0,11201309,40900209,31100619,40801919,0,0,41710319,0,0,21701319,0,31710319,0,0,10711609,0
15,6,790.563727263361,1,0,541743.42206638,541744.469130167,1,0,1,30,31,194436993,218722141,194139332,194819204,30601109,10501419,21001309,30310619,41710109,0,30001209,30311219,0,21001419,41511209,10201819,30501419,10601219,11701809,41301109,40501819,11400319,11111119,30311019,21301719,11011519,40200219,30101509,10101509,0,40000719,40411409,0,-1061201,10511509,10000419,40510219,30401719,31011009,30911719
15,7,584.365162882023,1,1,541746.422107186,541747.469174438,1,0,0,18,9,72622447,73464788,52301328,10400819,0,10110519,20810919,0,0,0,0,41701009,0,0,0,0,11011409,0,40811019,20501219,0,-1141141,0,0,0,0,30900209,21401119,0,0,0,0,0,0,0,0,0,0,0,10400819
15,8,919.464055565186,0,0,541749.116248388,541750.163320644,1,0,0,35,3,10600009,0,31800019,35552529,0,0,0,0,0,0,0,10600009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31800019,0,0,0,0,31501519,0,0,0,0,0,-4051010,0
15,9,692.088788608089,1,0,541752.257479016,541753.304533949,1,1,1,15,3,10211309,23671619,22012019,0,0,0,0,0,0,0,0,0,10211309,0,0,21601509,0,0,-2070110,0,0,0,0,22012019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,771.762233925983,0,0,541755.139865743,541756.186925296,1,0,0,25,3,0,71210828,1100051,21910119,0,0,0,0,0,0,0,0,0,0,40500019,0,0,0,0,0,0,30710809,0,0,0,0,0,0,-1100051,0,0,0,0,0,0,0,0,0,0,21910119
15,11,749.129224102944,1,0,541758.116363106,541759.163424969,1,0,1,14,19,103431556,98312638,166024184,146636914,0,31610619,10400819,0,40810009,0,0,0,20610109,21700709,0,0,0,-4000101,0,41711109,30900719,0,0,41600919,41601409,21500009,0,10910319,0,10010309,40401219,31500119,0,11501319,31011219,0,41511819,20910819,10201619,0
15,12,507.018806529231,0,0,541761.116405452,541762.163468854,1,0,0,13,31,197016712,150077253,198347522,217159702,0,10700009,30401319,30500419,22000209,40710709,10901919,10000909,41801219,20310219,10500619,40601119,-4131040,0,21710409,10611519,31402009,10810319,20000219,41210919,11701909,20000119,31811109,20810119,0,41811809,11001319,20611719,41611509,10211619,31610219,30311709,21500509,0,30200909,31101509
15,13,657.41343004629,0,0,541763.740016032,541764.787024,1,1,0,22,9,52612428,31022628,14661239,122514456,0,0,0,0,0,21301519,0,0,31310909,0,10112009,0,0,20910619,0,0,0,0,0,0,0,-3051030,11610209,0,0,0,0,0,0,21210909,30400609,40001319,30901619,0,0,0
15,14,559.411608381197,0,0,541766.587055258,541767.634125975,1,1,0,21,31,216756803,246060441,188768654,299170331,30711719,30010009,41711519,32001509,0,40111819,0,31610019,10600209,40210819,21111819,21400119,20211519,30800909,41101909,20411219,20211909,30600219,41401009,40711619,-3041160,11211819,0,0,11800209,40601019,40001819,22001619,31000419,11101109,40511709,40811919,40511419,40810509,31211409,41210219
15,15,498.564293957315,1,1,541769.398854004,541770.445923566,1,0,0,23,3,21101509,10301819,4040130,40001619,0,0,0,21101509,0,0,0,0,0,0,0,0,0,10301819,0,0,0,0,0,0,0,0,-4040130,0,0,0,0,40001619,0,0,0,0,0,0,0,0
15,16,1039.64617277961,1,0,541772.116545963,541773.163651711,1,1,1,32,19,104934885,135416155,62533747,110436885,11200719,0,0,0,10511019,0,41510209,10201819,31511119,41000709,0,0,41810909,10400809,0,21401919,0,20801809,0,41011109,0,0,0,10612019,0,0,10910619,11211909,11512019,30900809,31901019,-3201001,11100119,0,10610009,0
15,17,696.753360563889,1,0,541775.222500693,541776.269518285,1,0,1,36,9,43711028,30200838,74312137,26663038,0,0,0,11910219,0,31800809,0,0,0,0,10100119,0,0,0,0,20100719,0,0,0,41801709,11000419,0,0,0,0,0,21510009,0,0,0,0,0,0,11011309,11511609,-4140120
15,18,714.674063259736,0,0,541778.010722119,541779.057796301,1,1,0,11,3,21701919,33102049,31601819,0,0,0,0,0,0,21701919,0,0,0,0,-2091130,0,0,0,0,0,0,31010919,0,0,0,0,0,31601819,0,0,0,0,0,0,0,0,0,0,0,0
15,19,574.893968296237,1,0,541780.928408227,541781.975475479,1,1,1,9,19,128887005,134926065,144226794,52113157,31501709,0,30001119,41211019,10310209,11711909,0,0,-4151040,31101219,0,41511109,21111209,0,0,0,10001119,31201409,30000509,0,0,21501519,30011819,0,21201319,10610109,30901519,31410819,0,10600419,0,10101919,0,0,0,0
15,20,585.641308454797,0,0,541783.622560593,541784.669623995,1,0,0,17,31,240457531,91684266,218659631,198347322,41800419,10611209,41200009,21100209,11610619,20310309,40512019,41310819,12001919,31811509,0,11710819,0,21910419,10800009,11401509,-4050001,0,41702019,20110609,41500819,20102019,10801109,21410219,11710719,21310209,30011909,30000909,20300719,40600809,31311009,11210619,0,42001519,11410719,11511019
15,21,967.01173868496,1,0,541786.269645707,541787.316711034,1,0,1,7,9,16050440,85635756,94035346,0,0,0,0,0,0,0,-4140131,11910309,0,0,0,11411909,0,12011419,0,31611019,30601409,0,0,0,41911509,30611009,0,10510819,0,0,11002009,0,0,0,0,0,0,0,0,0
15,22,642.446917830966,1,0,541789.422622649,541790.46969144,1,0,1,8,19,64675386,156738384,143822875,103132736,0,31900409,0,0,10111919,10711119,0,-1140030,10811909,21011719,10402019,42002009,0,10101319,0,0,31811009,41410309,10311809,0,41400209,20400419,0,40310119,0,31400319,0,10911409,0,21200109,0,40410509,0,0,0,30610709
15,23,845.314029953443,0,0,541792.269720004,541793.316787641,1,1,0,6,31,167676964,177365483,271348602,260192521,21701719,10801119,31401119,30110319,0,-2040051,41110419,10001709,20510509,20500609,41710509,20410619,0,11011809,0,41411419,31910209,10410309,0,21910609,40911309,41910019,30312009,31902019,41100809,21300609,42001219,20812009,40711319,21411509,21801819,20611009,31211219,31411719,32010009,40211909
15,24,581.228500930592,0,0,541795.316820748,541796.363881071,1,1,0,10,9,31801318,34721479,53212828,61432357,0,0,0,10500309,0,0,0,21301009,0,-3110041,0,0,10710519,0,0,0,0,20900919,0,0,0,0,0,0,0,11810909,41401919,0,0,0,0,0,10310019,20011119,0,31111219
15,25,551.591126481071,1,0,541798.093320883,541799.140399299,1,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21910501,0,0,0,0,0,0,0,0
15,26,851.807936443947,0,0,541800.799253054,541801.846363422,1,1,0,29,31,167158493,258340051,197956922,237847133,20110709,22011709,42000619,10512019,0,20401419,41110309,11011709,0,30401319,41110019,12001419,10200819,41711119,20801719,40301909,31801509,30010219,20410109,11811009,10111119,20401809,30400119,42000019,32011019,0,30811719,10201409,-1000160,40910409,31700909,41011119,41500609,0,41111709,30410809
15,27,626.208879519254,0,0,541836.811437839,541837.85851356,2,0,0,17,3,30811519,2010130,42601328,0,0,30811519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2010130,0,0,21701119,0,0,0,0,0,20900209,0,0,0,0,0,0,0,0,0,0
15,28,584.449469228275,1,0,541839.529120944,541840.576180496,2,1,1,10,9,31801318,34721479,53212828,61432357,0,0,0,10500309,0,0,0,21301009,0,-3110041,0,0,10710519,0,0,0,0,20900919,0,0,0,0,0,0,0,11810909,41401919,0,0,0,0,0,10310019,20011119,0,31111219
15,29,495.576226967387,0,0,541842.235041181,541843.282103429,2,1,0,4,3,23901730,0,0,51722228,0,0,0,-3091021,20810709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211819,0,40510409,0
15,30,544.370798626915,0,1,541844.870364583,541845.917431065,2,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22001291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,31,555.754864239134,1,0,541847.505692219,541848.552791038,2,0,1,30,9,52111138,41200719,32701728,105773187,11010619,0,41100519,0,0,0,0,0,0,0,0,0,0,41200719,0,0,0,0,0,0,0,12000019,20701709,0,0,0,0,11210809,40500609,-2050041,0,0,40900019,0,11111709,0
15,32,681.957000982948,1,0,541850.164543665,541851.211605528,2,0,1,25,19,92844546,178120712,96324078,83243256,0,11011009,0,40011609,11711019,30110909,0,0,0,0,40101319,11101309,11901319,11801519,20802009,30800719,10001309,41611209,0,20401609,40900909,0,0,0,-4010141,31011419,0,0,0,0,11510609,0,0,30110609,10210819,31411219
15,33,529.496292117983,0,0,541852.988113747,541854.035180999,2,1,0,11,3,21701919,33102049,31601819,0,0,0,0,0,0,21701919,0,0,0,0,-2091130,0,0,0,0,0,0,31010919,0,0,0,0,0,31601819,0,0,0,0,0,0,0,0,0,0,0,0
15,34,645.303328172304,0,0,541855.63520887,541856.682270348,2,1,0,5,9,115763547,42112728,83932747,21511219,0,30510909,41901619,41301009,-2050010,0,0,0,0,21510819,0,0,20601909,0,0,0,0,0,0,0,21210519,0,31911819,30810409,0,0,0,0,0,21511219,0,0,0,0,0,0
15,35,713.156547164544,0,0,541858.482293137,541859.529366934,2,0,0,8,19,77045407,53101618,206547812,125427085,10510209,21501219,0,0,0,30211209,11711619,-3111151,0,41200909,0,0,0,0,0,0,0,11900709,40700209,30611119,31811409,10901309,0,20100009,20311419,30401419,21710919,0,0,0,10801609,41611919,20810519,40401319,0,11801719
15,36,736.586811137386,0,0,541861.399980015,541862.447031483,2,0,0,7,31,160568514,156458992,243946922,218409542,10311619,41900609,0,11700319,30311809,20711619,-3011021,30810009,11811509,11711609,30701919,21110309,10501319,41401309,0,10011109,10910509,20110909,40102019,40711019,20400109,40701809,10810019,0,40000409,11010219,40211319,11600909,0,21001619,40602019,10800119,21500419,41801819,41001519,30101119
15,37,809.070725459605,1,0,541864.376484692,541865.42355002,2,1,1,6,31,167676964,177365483,271348602,260192521,21701719,10801119,31401119,30110319,0,-2040051,41110419,10001709,20510509,20500609,41710509,20410619,0,11011809,0,41411419,31910209,10410309,0,21910609,40911309,41910019,30312009,31902019,41100809,21300609,42001219,20812009,40711319,21411509,21801819,20611009,31211219,31411719,32010009,40211909
15,38,764.001420931891,0,0,541867.329463251,541868.376525498,2,1,0,19,19,154222465,115323256,167807925,106814675,41900119,0,30800409,0,0,0,30911309,20100619,30510009,0,0,0,22010409,0,20202009,41500819,31610019,0,-2101140,40801819,11701619,0,41500519,0,0,31202019,40500809,21600909,0,12000719,0,30611719,11400319,0,31201009,0
15,39,658.674177131616,0,0,541870.16479312,541871.211855752,2,1,0,9,19,128887005,134926065,144226794,52113157,31501709,0,30001119,41211019,10310209,11711909,0,0,-4151040,31101219,0,41511109,21111209,0,0,0,10001119,31201409,30000509,0,0,21501519,30011819,0,21201319,10610109,30901519,31410819,0,10600419,0,10101919,0,0,0,0
15,40,637.166793225333,0,0,541873.047180617,541874.09424017,2,1,0,29,31,167158493,258340051,197956922,237847133,20110709,22011709,42000619,10512019,0,20401419,41110309,11011709,0,30401319,41110019,12001419,10200819,41711119,20801719,40301909,31801509,30010219,20410109,11811009,10111119,20401809,30400119,42000019,32011019,0,30811719,10201409,-1000160,40910409,31700909,41011119,41500609,0,41111709,30410809
15,41,749.02374483645,1,0,541875.941332521,541876.988400158,2,1,1,21,31,216756803,246060441,188768654,299170331,30711719,30010009,41711519,32001509,0,40111819,0,31610019,10600209,40210819,21111819,21400119,20211519,30800909,41101909,20411219,20211909,30600219,41401009,40711619,-3041160,11211819,0,0,11800209,40601019,40001819,22001619,31000419,11101109,40511709,40811919,40511419,40810509,31211409,41210219
15,42,655.571006936952,0,0,541878.870781496,541879.917832579,2,1,0,15,3,10211309,23671619,22012019,0,0,0,0,0,0,0,0,0,10211309,0,0,21601509,0,0,-2070110,0,0,0,0,22012019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,43,641.420226893388,0,0,541881.670813909,541882.717876927,2,0,0,14,31,246148451,262869712,167459123,164117303,31311519,40900519,40300519,31401219,31011309,10310819,10011319,20701019,30200209,41510519,20811719,41411409,41311909,-2081110,10911109,31410309,31910009,41511619,20312019,11210719,11011219,31811619,21511309,41500919,30101319,0,0,41000209,30301119,10001119,20800519,11801109,0,0,30011719,20201509
15,44,676.428191713057,1,0,541884.423847209,541885.470855562,2,0,1,35,9,84720937,52121638,52923557,14811379,31110009,31910209,0,0,0,0,21700719,0,0,0,40710119,0,0,0,0,0,11411519,0,10111719,0,0,0,11801319,31010519,0,0,0,0,10800219,0,0,0,0,0,-4011160,0
15,45,888.335727271624,1,0,541887.16499253,541888.212063246,2,1,1,32,19,104934885,135416155,62533747,110436885,11200719,0,0,0,10511019,0,41510209,10201819,31511119,41000709,0,0,41810909,10400809,0,21401919,0,20801809,0,41011109,0,0,0,10612019,0,0,10910619,11211909,11512019,30900809,31901019,-3201001,11100119,0,10610009,0
15,46,572.961079305969,1,0,541890.212094428,541891.259153981,2,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21910501,0,0,0,0,0,0,0,0
15,47,866.944601526484,1,0,541892.953347153,541894.000372059,2,0,1,18,19,143533375,107126095,116336075,94524256,0,0,41800019,20610519,20210909,0,40110809,0,20801119,0,21002009,11900109,21610509,0,0,10101519,41311819,-1200130,0,31411309,0,0,12011719,21102019,41500709,10310319,0,21600009,0,0,40202019,21611519,0,11110709,0,0
15,48,792.808434576727,1,0,541896.012163028,541897.05923105,2,0,1,23,31,188040093,200160332,144360033,246525402,0,21812009,21600819,40801709,40901219,11511119,20601809,30811409,0,21610009,11811819,21201609,21711619,0,10811819,41811119,41200819,30001519,11200019,30311919,11701909,11601609,-4021011,21301219,12010309,31900819,10311219,21600009,40711419,41600419,40001309,11410609,0,20000219,30100409,41101009
15,49,960.430831066333,0,0,541899.035733033,541900.082797205,2,0,0,12,3,0,33612029,0,20201109,0,0,0,0,0,0,0,0,0,0,0,-2001111,0,10010509,0,21600409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201109,0,0,0
15,50,617.155367624946,1,0,541902.129883705,541903.176948647,2,1,1,22,9,52612428,31022628,14661239,122514456,0,0,0,0,0,21301519,0,0,31310909,0,10112009,0,0,20910619,0,0,0,0,0,0,0,-3051030,11610209,0,0,0,0,0,0,21210909,30400609,40001319,30901619,0,0,0
15,51,687.455013510771,0,0,541904.84756373,541905.894634447,2,0,0,36,3,21510709,0,51621528,1201061,21510709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41610509,0,0,0,0,0,0,0,10011019,0,0,0,0,0,0,0,0,-1201061
15,52,871.065608575009,1,0,541907.682893984,541908.729963161,2,0,1,13,9,42113428,53323558,52802628,93624757,0,0,30711709,11401719,0,0,0,0,0,0,20501419,31701119,-1121020,0,0,0,0,0,0,0,11300609,0,0,0,41502019,0,0,31011619,0,0,31101119,0,0,0,0,31512019
15,53,734.266266459599,0,0,541936.318533439,541937.365604541,3,1,0,19,19,154222465,115323256,167807925,106814675,41900119,0,30800409,0,0,0,30911309,20100619,30510009,0,0,0,22010409,0,20202009,41500819,31610019,0,-2101140,40801819,11701619,0,41500519,0,0,31202019,40500809,21600909,0,12000719,0,30611719,11400319,0,31201009,0
15,54,794.442978804,1,0,541939.283262931,541940.330350586,3,1,1,9,19,128887005,134926065,144226794,52113157,31501709,0,30001119,41211019,10310209,11711909,0,0,-4151040,31101219,0,41511109,21111209,0,0,0,10001119,31201409,30000509,0,0,21501519,30011819,0,21201319,10610109,30901519,31410819,0,10600419,0,10101919,0,0,0,0
15,55,513.461513211951,1,0,541942.28331952,541943.330378303,3,0,1,18,3,43722027,4011140,0,0,21301509,11710409,0,0,0,10710109,0,0,0,0,0,0,0,0,0,0,0,-4011140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,56,578.040639171377,1,0,541944.977470346,541946.024527974,3,0,1,35,19,93521737,164544375,137127964,134776055,0,0,41210509,0,0,0,42010209,0,10301019,30110819,0,0,0,40010219,0,41600909,11610709,41211719,40902009,0,11201309,31510509,0,10001709,0,11910409,31602019,21100819,40311009,10501709,20600809,40211619,0,0,-2050090,0
15,57,445.811168639921,1,0,541947.765741818,541948.812804835,3,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21910501,0,0,0,0,0,0,0,0
15,58,701.948023750447,1,0,541950.42463022,541951.471655511,3,0,1,17,19,122424165,75323159,134614846,198939002,41000319,20700809,30001109,0,0,0,0,20711919,10010009,0,40811019,31411119,0,0,0,0,-3101021,0,41500909,0,0,41102009,0,32011409,0,0,20000519,10601819,11210509,41101619,21301319,21211209,30300709,41700409,21511409,0
15,59,793.145660427399,0,0,541953.389130781,541954.436402326,3,1,0,29,31,167158493,258340051,197956922,237847133,20110709,22011709,42000619,10512019,0,20401419,41110309,11011709,0,30401319,41110019,12001419,10200819,41711119,20801719,40301909,31801509,30010219,20410109,11811009,10111119,20401809,30400119,42000019,32011019,0,30811719,10201409,-1000160,40910409,31700909,41011119,41500609,0,41111709,30410809
15,60,583.074003807269,1,0,541956.283491213,541957.330547686,3,1,1,11,3,21701919,33102049,31601819,0,0,0,0,0,0,21701919,0,0,0,0,-2091130,0,0,0,0,0,0,31010919,0,0,0,0,0,31601819,0,0,0,0,0,0,0,0,0,0,0,0
15,61,385.295305517502,0,0,541959.107072458,541960.154135091,3,1,0,15,3,10211309,23671619,22012019,0,0,0,0,0,0,0,0,0,10211309,0,0,21601509,0,0,-2070110,0,0,0,0,22012019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,62,546.061547240242,1,0,541961.542373225,541962.589439707,3,0,1,36,19,147737003,82603837,146336395,115713426,0,12001019,41901319,10211409,11411319,20100709,30910319,0,21200909,31200409,0,0,0,30202019,0,0,21201409,0,31911619,42011719,0,20200219,41902019,0,0,10310819,0,30911609,11610419,0,0,0,0,40100419,31000819,-2090160
15,63,590.712399221957,0,0,541964.17770625,541965.224766958,3,1,0,32,19,104934885,135416155,62533747,110436885,11200719,0,0,0,10511019,0,41510209,10201819,31511119,41000709,0,0,41810909,10400809,0,21401919,0,20801809,0,41011109,0,0,0,10612019,0,0,10910619,11211909,11512019,30900809,31901019,-3201001,11100119,0,10610009,0
15,64,758.999623241834,1,0,541966.989497297,541968.036612284,3,1,1,5,9,115763547,42112728,83932747,21511219,0,30510909,41901619,41301009,-2050010,0,0,0,0,21510819,0,0,20601909,0,0,0,0,0,0,0,21210519,0,31911819,30810409,0,0,0,0,0,21511219,0,0,0,0,0,0
15,65,659.189254976809,0,0,541969.95431148,541971.001310979,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41000991,0,0,0,0,0,0,0
15,66,643.544056452811,0,0,541972.824865277,541973.871929064,3,0,0,8,31,230938793,106126075,287848311,271061611,30501619,30411509,21610519,31511719,20710609,40101219,31600319,-3091061,21400219,11511509,0,0,20100619,31801809,21211019,21501119,0,0,31100019,20511409,40411719,20911709,30500609,42011519,40800209,20501109,41100009,20411609,31311419,21211009,41700709,11711609,40400809,30811319,32001419,41501709
15,67,849.710284150206,1,0,541975.636662868,541976.683736279,3,0,1,14,3,72611438,3171151,11411809,0,0,0,0,31911019,0,0,0,40700419,0,0,0,0,0,-3171151,0,0,0,0,0,11411809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,68,494.773583253846,0,0,541978.648498877,541979.695536102,3,1,0,21,31,216756803,246060441,188768654,299170331,30711719,30010009,41711519,32001509,0,40111819,0,31610019,10600209,40210819,21111819,21400119,20211519,30800909,41101909,20411219,20211909,30600219,41401009,40711619,-3041160,11211819,0,0,11800209,40601019,40001819,22001619,31000419,11101109,40511709,40811919,40511419,40810509,31211409,41210219
15,69,565.534797380678,0,0,541981.342612747,541982.389686159,3,0,0,25,9,74212837,64322947,14171430,43011738,0,21710309,21502009,0,0,0,0,31000519,0,0,11700909,0,0,21410219,0,0,0,31211819,0,0,0,0,0,10100319,-4071111,0,0,0,0,0,21111219,0,21900519,0,0,0
15,70,601.873572333716,0,0,541984.154449219,541985.201483364,3,1,0,22,9,52612428,31022628,14661239,122514456,0,0,0,0,0,21301519,0,0,31310909,0,10112009,0,0,20910619,0,0,0,0,0,0,0,-3051030,11610209,0,0,0,0,0,0,21210909,30400609,40001319,30901619,0,0,0
15,71,690.456169075333,1,0,541986.88385862,541987.930932031,3,0,1,23,31,157928012,198252021,140577225,139146542,12000319,11401309,20611109,20100609,0,20200819,21001919,11100519,41511409,41511709,10801419,41900519,30211619,10411009,20501719,11801209,10711009,20401809,21710619,31701419,30601519,20810709,-2151131,21800409,0,0,11801419,10501509,10500119,21611519,21111219,31501019,11200619,11410519,0,21310019
15,72,1297.1219222527,1,0,541989.672132786,541990.719194648,3,1,1,6,31,167676964,177365483,271348602,260192521,21701719,10801119,31401119,30110319,0,-2040051,41110419,10001709,20510509,20500609,41710509,20410619,0,11011809,0,41411419,31910209,10410309,0,21910609,40911309,41910019,30312009,31902019,41100809,21300609,42001219,20812009,40711319,21411509,21801819,20611009,31211219,31411719,32010009,40211909
15,73,790.255373576656,0,0,541993.130999322,541994.17805695,3,0,0,30,9,83234427,41411819,31310709,95134376,0,0,40211509,0,31311709,0,11711209,0,0,0,0,41411819,0,0,0,0,0,0,0,0,0,0,0,31310709,0,0,0,31711909,10500119,-1011030,20010209,0,0,0,31901109,0
15,74,606.613981653936,0,0,541996.060441752,541997.107510544,3,0,0,12,3,21600209,52681968,0,0,0,0,0,0,0,0,0,21600209,0,0,0,-1070050,0,10301709,41310209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,75,687.19593482092,0,0,541998.742830096,541999.789894269,3,0,0,13,31,217156112,170044513,167019123,216845031,0,11911509,20410819,10100019,41510319,31610109,40202009,21101319,40310009,40310009,31900319,30200109,-3131110,10700319,30101719,0,11800419,11900509,31601719,12000519,0,10601919,30101819,10411709,32000419,0,40301019,20710819,20110109,11700219,31610519,40201609,30100609,31710019,20200909,10500219
15,76,744.368411949836,1,0,542001.648744867,542002.695809425,3,0,1,7,9,65464068,83611638,82723737,21313028,0,0,0,41001519,0,0,-3151030,21311519,0,42000519,0,0,0,41611119,0,0,0,0,0,10201809,0,0,0,0,31010809,41511119,0,10611319,0,0,0,0,0,10701709,0,0
15,77,834.348417120054,0,0,542004.495840683,542005.542906011,3,1,0,4,3,23901730,0,0,51722228,0,0,0,-3091021,20810709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211819,0,40510409,0
15,78,675.948530435562,1,0,542007.542942197,542008.590003674,3,1,1,10,9,31801318,34721479,53212828,61432357,0,0,0,10500309,0,0,0,21301009,0,-3110041,0,0,10710519,0,0,0,0,20900919,0,0,0,0,0,0,0,11810909,41401919,0,0,0,0,0,10310019,20011119,0,31111219
15,79,751.293859560974,0,0,542022.366635081,542023.413710417,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21811691,0,0,0
15,80,729.207879281603,1,0,542025.319619414,542026.366689746,4,1,1,4,3,23901730,0,0,51722228,0,0,0,-3091021,20810709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211819,0,40510409,0
15,81,727.349672815762,1,0,542028.237328234,542029.284379703,4,0,1,7,3,1111190,23501028,0,41510119,0,0,0,0,0,0,-1111190,0,0,0,0,11600119,0,0,11900909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41510119,0,0
